FreeLance_ID,St_ID,Platform,Payment,Duration,Date,Job_Description,Tools
10776,10393,Toptal,286.25,4,5/21/2021,ETL pipeline creation,R
10777,10395,Toptal,43.19,5,8/1/2021,Data analysis with Python,C++
10778,10396,Freelancer,274.72,7,10/28/2024,Machine learning script,Python
10779,10397,Upwork,241.66,7,1/10/2024,Data analysis with Python,Excel
10780,10398,PeoplePerHour,166,4,5/6/2024,ETL pipeline creation,R
10781,10399,Upwork,229.43,7,10/2/2020,Machine learning script,R
10782,10400,Freelancer,61.56,6,5/7/2023,Statistical data analysis,Excel
10783,10402,Upwork,159.38,7,5/30/2023,ETL pipeline creation,C++
10784,10403,Freelancer,96.61,6,6/1/2024,ETL pipeline creation,Python
10785,10404,Fiverr,204.46,3,5/1/2023,Backend API development,Tableau
10786,10405,PeoplePerHour,89.37,6,5/30/2022,Automated report building,Excel
10787,10406,PeoplePerHour,164.06,4,8/16/2021,Data visualization project,C++
10788,10408,Freelancer,63.11,6,12/28/2023,Data visualization project,Tableau
10789,10410,Toptal,226.95,6,5/25/2021,Statistical data analysis,Tableau
10790,10411,Freelancer,118.75,5,11/23/2023,ETL pipeline creation,C++
10791,10412,Freelancer,148.89,5,10/6/2024,Bug fixing and testing,Tableau
10792,10413,Freelancer,15.87,5,11/11/2020,Bug fixing and testing,C++
10793,10414,Freelancer,169.75,6,8/9/2022,ETL pipeline creation,Excel
10794,10415,PeoplePerHour,31.79,4,6/14/2021,Web scraping service,JavaScript
10795,10416,PeoplePerHour,171.83,5,4/23/2024,Automated report building,Excel
10796,10417,Upwork,265.49,5,7/11/2024,Web scraping service,Power BI
10797,10418,Fiverr,8.22,4,3/24/2020,Data visualization project,Python
10798,10419,Fiverr,32.97,6,10/5/2024,Statistical data analysis,JavaScript
10799,10420,Fiverr,294.19,4,1/20/2020,Web scraping service,C++
10800,10421,Freelancer,189.34,6,10/6/2024,Machine learning script,Excel
10801,10422,Fiverr,153.82,5,10/18/2020,ETL pipeline creation,R
10802,10423,Freelancer,201.45,4,7/12/2024,Data visualization project,JavaScript
10803,10424,Fiverr,222.56,3,8/16/2024,Bug fixing and testing,Python
10804,10425,Upwork,90.94,4,12/10/2020,Automated report building,R
10805,10426,Toptal,239.24,3,9/25/2022,Machine learning script,C++
10806,10427,Upwork,179.22,4,1/22/2022,Statistical data analysis,R
10807,10428,Fiverr,230.7,7,12/21/2022,Automated report building,JavaScript
10808,10429,Toptal,177.37,6,10/3/2024,Statistical data analysis,JavaScript
10809,10430,PeoplePerHour,298.95,5,8/10/2020,Data visualization project,Tableau
10810,10431,PeoplePerHour,59.76,7,2/28/2020,Dashboard in Power BI,C++
10811,10432,Freelancer,180.53,6,5/16/2022,Web scraping service,Excel
10812,10433,Freelancer,288.08,3,4/3/2021,Automated report building,Excel
10813,10434,Freelancer,37.77,4,6/23/2022,ETL pipeline creation,Python
10814,10436,Fiverr,283.96,6,11/2/2020,Machine learning script,Python
10815,10437,Toptal,228.66,3,11/29/2023,Backend API development,C++
10816,10439,Freelancer,193.32,5,1/24/2020,Data visualization project,Tableau
10817,10440,Upwork,163.82,5,11/10/2022,Dashboard in Power BI,Power BI
10818,10441,Fiverr,169.94,6,1/31/2021,Machine learning script,Python
10819,10442,Toptal,127.88,4,5/3/2023,Automated report building,Tableau
10820,10443,Upwork,296.46,3,10/24/2024,Data analysis with Python,C++
10821,10444,Toptal,16.58,6,5/14/2020,Data visualization project,SQL
10822,10445,Toptal,219.22,6,2/6/2023,Data analysis with Python,JavaScript
10823,10447,Fiverr,37.47,4,11/15/2020,Machine learning script,Tableau
10824,10448,Upwork,198.6,6,4/8/2022,Automated report building,Tableau
10825,10449,Toptal,234.27,3,6/22/2021,ETL pipeline creation,Tableau
10826,10450,Fiverr,87.01,4,9/18/2023,Statistical data analysis,Power BI
10827,10452,Fiverr,194.97,6,4/20/2022,Backend API development,JavaScript
10828,10453,Toptal,197.01,4,4/5/2020,Statistical data analysis,Excel
10829,10454,Freelancer,11.11,7,5/26/2022,Statistical data analysis,JavaScript
10830,10455,Freelancer,213.68,3,10/24/2021,Bug fixing and testing,Power BI
10831,10456,Toptal,225.28,5,5/24/2023,Web scraping service,Excel
10832,10457,PeoplePerHour,152.89,3,7/19/2023,Dashboard in Power BI,SQL
10833,10460,PeoplePerHour,147.53,6,1/26/2020,Bug fixing and testing,Python
10834,10461,PeoplePerHour,244.82,4,12/27/2024,Web scraping service,Excel
10835,10463,Freelancer,249.92,4,4/12/2020,Machine learning script,JavaScript
10836,10465,Toptal,121.1,7,8/25/2022,Dashboard in Power BI,Excel
10837,10466,Fiverr,256.71,3,9/11/2020,Dashboard in Power BI,Power BI
10838,10468,PeoplePerHour,120.16,6,5/17/2023,Statistical data analysis,Tableau
10839,10469,Upwork,128.16,7,4/8/2024,Data visualization project,R
10840,10470,Freelancer,160.7,5,10/27/2024,Machine learning script,JavaScript
10841,10471,Toptal,250.75,3,5/27/2021,Machine learning script,Excel
10842,10472,PeoplePerHour,17.76,5,5/17/2021,Web scraping service,Python
10843,10473,PeoplePerHour,285.02,4,5/14/2024,Automated report building,JavaScript
10844,10474,Toptal,201.4,4,4/1/2021,Machine learning script,Python
10845,10476,Upwork,98.16,6,2/11/2021,Automated report building,R
10846,10477,Freelancer,114.44,5,12/16/2023,Data visualization project,R
10847,10479,Freelancer,299.63,5,1/13/2024,Statistical data analysis,SQL
10848,10480,Fiverr,39.12,3,4/2/2022,Bug fixing and testing,Excel
10849,10481,Upwork,29.48,7,11/18/2020,Automated report building,Tableau
10850,10482,Upwork,14.72,5,3/21/2024,Backend API development,Tableau
10851,10483,Toptal,189.14,3,7/5/2023,Bug fixing and testing,Tableau
10852,10486,Fiverr,279.68,6,10/8/2023,Dashboard in Power BI,C++
10853,10488,Toptal,160.52,5,9/22/2022,Web scraping service,Excel
10854,10489,PeoplePerHour,49.94,5,10/7/2020,Dashboard in Power BI,Python
10855,10492,Freelancer,16.74,3,1/10/2020,ETL pipeline creation,SQL
10856,10493,PeoplePerHour,204.59,5,11/30/2021,Automated report building,C++
10857,10494,Fiverr,37.18,5,7/29/2024,Backend API development,Excel
10858,10495,Fiverr,282.13,3,11/19/2021,Data analysis with Python,R
10859,10496,Upwork,144.71,7,12/8/2022,Bug fixing and testing,Excel
10860,10497,PeoplePerHour,52.37,4,2/27/2021,Backend API development,SQL
10861,10498,Upwork,163.83,7,9/19/2021,Dashboard in Power BI,SQL
10862,10500,Freelancer,204.79,3,5/28/2020,Data visualization project,Power BI
10863,10501,PeoplePerHour,263.44,7,5/5/2021,ETL pipeline creation,Python
10864,10502,PeoplePerHour,299.6,5,12/20/2024,Automated report building,JavaScript
10865,10503,Toptal,207.99,4,9/30/2020,Automated report building,JavaScript
10866,10504,Freelancer,289.73,7,8/24/2023,Machine learning script,C++
10867,10506,Fiverr,136.09,3,7/14/2021,Data analysis with Python,Python
10868,10507,Toptal,252.74,3,8/27/2022,Bug fixing and testing,Tableau
10869,10508,PeoplePerHour,114.05,5,2/22/2021,Backend API development,Python
10870,10509,PeoplePerHour,157.25,4,11/11/2022,Backend API development,Power BI
10871,10510,Upwork,73.21,6,8/10/2020,Backend API development,R
10872,10511,PeoplePerHour,222.59,7,3/30/2024,Automated report building,Tableau
10873,10512,PeoplePerHour,75,7,6/13/2024,Statistical data analysis,Excel
10874,10513,PeoplePerHour,193.69,4,12/14/2023,Machine learning script,Python
10875,10514,PeoplePerHour,67.64,7,12/18/2023,Backend API development,SQL
10876,10515,Freelancer,289.74,3,1/21/2022,Data visualization project,SQL
10877,10516,Toptal,17.78,6,9/16/2024,Dashboard in Power BI,C++
10878,10517,Toptal,227.75,6,2/3/2022,Machine learning script,Python
10879,10518,Freelancer,84.94,3,3/4/2020,Automated report building,C++
10880,10519,Freelancer,47.04,3,9/26/2021,Data analysis with Python,JavaScript
10881,10520,Freelancer,151.49,5,1/1/2022,Data visualization project,SQL
10882,10521,PeoplePerHour,183.5,5,6/18/2022,Automated report building,Tableau
10883,10522,Toptal,120.75,5,9/6/2022,Web scraping service,R
10884,10523,PeoplePerHour,129.38,3,11/27/2023,Backend API development,Python
10885,10524,Fiverr,53.17,3,8/28/2022,Backend API development,Excel
10886,10525,PeoplePerHour,75.47,5,9/3/2020,Dashboard in Power BI,JavaScript
10887,10526,PeoplePerHour,240.09,5,7/9/2021,Automated report building,Excel
10888,10527,Upwork,267.97,4,8/20/2022,Bug fixing and testing,JavaScript
10889,10528,Upwork,233.84,3,3/17/2022,Backend API development,Tableau
10890,10529,Upwork,160.43,7,10/15/2021,Data visualization project,R
10891,10530,PeoplePerHour,6.02,3,12/3/2022,Web scraping service,Excel
10892,10531,Upwork,109.15,4,7/19/2023,Automated report building,Excel
10893,10533,Fiverr,78.47,7,11/23/2024,Web scraping service,Python
10894,10534,PeoplePerHour,277.38,6,10/11/2023,Dashboard in Power BI,Tableau
10895,10535,Toptal,134.07,7,2/10/2022,Data analysis with Python,Power BI
10896,10536,PeoplePerHour,105.95,3,8/12/2023,Statistical data analysis,Power BI
10897,10537,Toptal,275.63,3,10/19/2023,Dashboard in Power BI,C++
10898,10538,PeoplePerHour,80.82,5,2/12/2021,Backend API development,R
10899,10539,Toptal,285.11,5,1/8/2023,ETL pipeline creation,Tableau
10900,10541,Fiverr,285.86,3,6/3/2024,Web scraping service,JavaScript
10901,10542,Toptal,92.15,3,8/6/2020,Dashboard in Power BI,Power BI
10902,10543,Toptal,295.35,5,11/26/2024,Data visualization project,C++
10903,10545,Upwork,228.74,5,2/6/2023,Dashboard in Power BI,Power BI
10904,10546,Upwork,176.87,3,4/1/2020,Bug fixing and testing,Tableau
10905,10547,Upwork,139.15,5,12/7/2022,Data visualization project,R
10906,10549,Upwork,265.5,5,1/10/2020,Backend API development,Excel
10907,10550,PeoplePerHour,260.77,6,12/1/2024,ETL pipeline creation,SQL
10908,10551,Freelancer,167.06,3,5/18/2020,Data visualization project,Python
10909,10552,Fiverr,65.07,5,3/27/2024,Web scraping service,Power BI
10910,10553,Upwork,117.62,5,2/25/2022,Dashboard in Power BI,Tableau
10911,10554,Fiverr,233.38,7,8/12/2022,Machine learning script,Excel
10912,10555,PeoplePerHour,159.66,5,12/22/2024,Backend API development,Python
10913,10556,PeoplePerHour,123.17,4,3/9/2024,Data visualization project,Tableau
10914,10557,Freelancer,270.05,4,6/29/2022,Data visualization project,SQL
10915,10558,Freelancer,235.06,5,8/27/2024,Automated report building,R
10916,10560,Upwork,83.61,7,2/5/2021,ETL pipeline creation,Python
10917,10561,Toptal,284.5,3,2/20/2023,Web scraping service,SQL
10918,10562,PeoplePerHour,65.12,6,10/10/2024,Backend API development,Power BI
10919,10563,Freelancer,106.85,7,1/19/2023,Dashboard in Power BI,JavaScript
10920,10564,Freelancer,27.4,6,6/7/2022,Backend API development,Excel
10921,10565,PeoplePerHour,7.54,7,12/19/2023,Machine learning script,C++
10922,10566,Fiverr,171.26,5,11/20/2023,Bug fixing and testing,SQL
10923,10567,Freelancer,149.7,7,4/17/2022,ETL pipeline creation,R
10924,10568,PeoplePerHour,191.03,4,11/17/2020,Automated report building,Tableau
10925,10569,Freelancer,239.49,3,9/25/2020,Machine learning script,Power BI
10926,10570,Fiverr,254.1,6,10/26/2020,Statistical data analysis,JavaScript
10927,10571,Fiverr,249.73,4,6/16/2020,Statistical data analysis,Python
10928,10572,Toptal,27.88,4,1/24/2024,ETL pipeline creation,JavaScript
10929,10574,Toptal,57.76,5,3/8/2020,Bug fixing and testing,Excel
10930,10575,Freelancer,123.14,3,7/30/2023,ETL pipeline creation,C++
10931,10576,Freelancer,281,6,3/22/2021,Machine learning script,SQL
10932,10577,Freelancer,97.48,7,7/6/2022,Dashboard in Power BI,C++
10933,10578,Toptal,60.46,5,5/27/2022,Statistical data analysis,Power BI
10934,10579,Toptal,186.22,3,2/7/2024,Statistical data analysis,SQL
10935,10580,Upwork,90.83,4,12/9/2024,Machine learning script,Python
10936,10581,Toptal,46.7,3,5/16/2020,Dashboard in Power BI,C++
10937,10582,Freelancer,234.35,6,1/4/2023,ETL pipeline creation,JavaScript
10938,10583,Freelancer,224.26,6,8/14/2021,Data visualization project,Power BI
10939,10584,PeoplePerHour,74.21,7,2/9/2022,Machine learning script,Python
10940,10585,Freelancer,43.83,4,4/14/2022,Data analysis with Python,R
10941,10587,Upwork,33.82,4,6/17/2022,Bug fixing and testing,Python
10942,10588,Toptal,22.49,7,6/2/2021,Machine learning script,Power BI
10943,10589,PeoplePerHour,106.66,6,11/21/2023,Machine learning script,Excel
10944,10590,Freelancer,80.51,6,4/6/2024,Statistical data analysis,Tableau
10945,10592,Toptal,206.94,5,5/23/2020,Web scraping service,SQL
10946,10594,Freelancer,135.47,5,1/1/2023,Web scraping service,Excel
10947,10595,Freelancer,69.68,5,1/31/2022,Data visualization project,SQL
10948,10596,Freelancer,73.7,6,3/2/2023,Dashboard in Power BI,Excel
10949,10597,PeoplePerHour,264.52,7,7/21/2024,Bug fixing and testing,Python
10950,10598,Upwork,179.9,3,7/5/2020,Automated report building,Power BI
10951,10599,Toptal,107.14,4,12/18/2021,Automated report building,Power BI
10952,10600,Upwork,242.84,4,4/14/2024,Automated report building,SQL
10953,10601,Freelancer,18.79,5,3/13/2023,Machine learning script,Excel
10954,10602,Fiverr,255.52,4,4/19/2022,Data analysis with Python,Python
10955,10603,Freelancer,209.46,7,9/19/2024,ETL pipeline creation,SQL
10956,10605,PeoplePerHour,234.42,7,2/13/2024,Machine learning script,Python
10957,10606,Freelancer,155.4,6,8/21/2021,Web scraping service,JavaScript
10958,10607,Fiverr,271.24,4,11/24/2023,Data analysis with Python,Python
10959,10608,PeoplePerHour,189.68,6,8/26/2020,Backend API development,Python
10960,10609,Toptal,284.31,6,9/12/2023,Backend API development,Tableau
10961,10610,Upwork,287.54,4,8/12/2021,Data visualization project,Excel
10962,10611,Freelancer,271.22,3,1/4/2022,Bug fixing and testing,R
10963,10612,PeoplePerHour,103.68,4,4/5/2024,Dashboard in Power BI,SQL
10964,10613,Upwork,56.51,6,5/14/2022,Backend API development,Excel
10965,10614,Freelancer,172.25,4,2/21/2022,Data analysis with Python,Excel
10966,10615,Toptal,176.54,5,12/17/2022,Statistical data analysis,SQL
10967,10616,Freelancer,292.98,5,7/16/2024,Dashboard in Power BI,C++
10968,10617,Upwork,186.65,4,9/19/2020,Machine learning script,Excel
10969,10618,PeoplePerHour,46.13,5,9/5/2020,Bug fixing and testing,JavaScript
10970,10619,Fiverr,233.25,3,12/23/2024,Dashboard in Power BI,JavaScript
10971,10621,Freelancer,274.1,3,6/14/2020,ETL pipeline creation,JavaScript
10972,10622,Toptal,5.59,5,11/19/2024,Data visualization project,Excel
10973,10623,Freelancer,100.53,4,12/1/2023,Dashboard in Power BI,R
10974,10624,PeoplePerHour,235.64,4,9/15/2022,Bug fixing and testing,Tableau
10975,10625,Fiverr,276.14,7,9/14/2021,ETL pipeline creation,Tableau
10976,10626,Toptal,248.05,3,5/30/2020,Automated report building,Tableau
10977,10627,PeoplePerHour,232.53,4,12/14/2020,Data analysis with Python,Excel
10978,10628,PeoplePerHour,164.69,5,1/23/2020,Bug fixing and testing,C++
10979,10629,Toptal,18.07,4,8/20/2021,Bug fixing and testing,JavaScript
10980,10630,PeoplePerHour,150.5,3,6/21/2024,Machine learning script,R
10981,10631,Upwork,45.14,7,9/27/2023,Statistical data analysis,JavaScript
10982,10632,Fiverr,32.24,5,7/6/2020,Backend API development,Power BI
10983,10633,Toptal,202.93,3,7/2/2020,ETL pipeline creation,Excel
10984,10635,Fiverr,207.76,5,9/11/2023,Dashboard in Power BI,JavaScript
10985,10636,Freelancer,176.09,5,11/26/2024,Dashboard in Power BI,JavaScript
10986,10637,Toptal,42.38,4,1/24/2020,Data analysis with Python,Excel
10987,10638,Toptal,153.36,6,1/12/2021,Statistical data analysis,Tableau
10988,10639,Fiverr,182.26,6,3/8/2023,Dashboard in Power BI,Power BI
10989,10640,PeoplePerHour,268.28,3,9/22/2024,Data analysis with Python,R
10990,10641,Freelancer,30.09,7,9/13/2022,Data analysis with Python,Tableau
10991,10642,Fiverr,174.93,4,12/25/2021,Dashboard in Power BI,Python
10992,10643,Freelancer,148.15,3,7/18/2021,Automated report building,Python
10993,10644,PeoplePerHour,202.03,5,7/16/2023,Statistical data analysis,R
10994,10645,Toptal,65.34,7,6/10/2024,ETL pipeline creation,Excel
10995,10646,Freelancer,117.29,5,2/24/2021,Web scraping service,SQL
10996,10647,Toptal,175.29,3,4/17/2021,Dashboard in Power BI,Excel
10997,10648,PeoplePerHour,77.36,7,6/2/2021,Backend API development,Excel
10998,10649,PeoplePerHour,163.82,5,4/3/2023,ETL pipeline creation,Python
10999,10651,Toptal,295.63,4,3/22/2021,Dashboard in Power BI,Python
11000,10652,PeoplePerHour,157.89,5,10/17/2024,ETL pipeline creation,Power BI
11001,10653,Freelancer,224.71,4,4/15/2024,Backend API development,SQL
11002,10654,PeoplePerHour,287.36,4,12/28/2020,Automated report building,Python
11003,10655,Toptal,6.58,3,5/27/2023,Web scraping service,R
11004,10656,Fiverr,173.45,5,4/30/2022,Backend API development,C++
11005,10657,Freelancer,33.56,4,4/25/2022,Web scraping service,Power BI
11006,10658,PeoplePerHour,226.73,7,10/22/2024,Data visualization project,Python
11007,10659,Fiverr,272.21,3,3/18/2024,Bug fixing and testing,Python
11008,10660,Toptal,236.63,6,2/10/2024,ETL pipeline creation,R
11009,10661,Upwork,230.08,7,6/18/2023,ETL pipeline creation,JavaScript
11010,10662,Freelancer,142.64,6,5/24/2020,Backend API development,R
11011,10663,Toptal,182.83,5,2/13/2020,ETL pipeline creation,JavaScript
11012,10664,Freelancer,241,3,7/31/2021,Backend API development,Power BI
11013,10665,Upwork,131.91,4,3/6/2024,Statistical data analysis,Excel
11014,10667,Toptal,222.92,6,7/15/2021,ETL pipeline creation,Tableau
11015,10668,Fiverr,100.24,7,11/3/2021,ETL pipeline creation,C++
11016,10670,Fiverr,217.18,7,8/29/2023,Automated report building,JavaScript
11017,10671,Toptal,135.32,3,7/25/2021,Statistical data analysis,Python
11018,10672,Freelancer,19.42,4,1/25/2023,Automated report building,R
11019,10673,Upwork,49.8,4,7/23/2020,Dashboard in Power BI,Excel
11020,10674,Fiverr,20.94,6,11/3/2024,Automated report building,Python
11021,10675,Upwork,172.81,5,3/5/2022,Machine learning script,SQL
11022,10676,Upwork,198.1,4,8/13/2021,Bug fixing and testing,JavaScript
11023,10677,Upwork,244.77,4,8/2/2021,Machine learning script,Excel
11024,10678,Fiverr,31.54,4,8/12/2023,Web scraping service,C++
11025,10679,Upwork,9.58,3,2/18/2020,ETL pipeline creation,C++
11026,10680,Upwork,148.41,5,7/24/2023,Bug fixing and testing,Python
11027,10683,Toptal,283.93,6,9/26/2020,Web scraping service,Tableau
11028,10684,Toptal,112.5,6,8/20/2021,Machine learning script,SQL
11029,10685,Toptal,295.14,3,11/14/2023,Statistical data analysis,Tableau
11030,10686,Toptal,72.46,4,8/26/2023,Automated report building,Excel
11031,10687,Freelancer,217.54,7,8/21/2020,Backend API development,Excel
11032,10688,Upwork,267.86,4,3/8/2021,Data visualization project,Python
